index,track_name,track_id,dl_url,artist_name,artist_id
724,Get Yourself Together,2404,https://liam5350415057231.googuu.xyz/api/get.php?id=69a6a4680837e457263731d79f8,Randomer,47
725,Stalker,2405,https://bella83886386026307.googuu.xyz/api/get.php?id=11cb4913ae5c45c44a5ccbec420,Randomer,47
726,Brunk,2408,https://bella83886386026307.googuu.xyz/api/get.php?id=0dbe314c83f7227db3ee0a50151,Randomer,47
727,Appetite,2410,https://harold197830720732935.googuu.xyz/api/get.php?id=3439d7aa5298d2375dc7232309a,Randomer,47
728,Scapegoat,2411,https://harold197830720732935.googuu.xyz/api/get.php?id=4764ed5887413dcf01c414486a3,Randomer,47
729,Dusty Bones,2414,https://harold197830720732935.googuu.xyz/api/get.php?id=a9df63aef234df885f39ef0cae5,Donato Dozzy,48
730,Tao,2415,https://todd38997692451975.googuu.xyz/api/get.php?id=e2766601b5febec519a441cef13,Donato Dozzy,48
731,Mai,2416,https://todd38997692451975.googuu.xyz/api/get.php?id=296159aa2f74f4a6291957ffe9d,Donato Dozzy,48
732,Sotto Ma Sotto (Lucy Remix),2418,https://marion73527222141285.googuu.xyz/api/get.php?id=e70257e5cd7958b7ff77d90e1ae,Donato Dozzy,48
733,12H.11,2425,https://marion73527222141285.googuu.xyz/api/get.php?id=5d52b127baf5cbf5b739ee2a228,Donato Dozzy,48
734,Bon Viveur,2440,https://marion73527222141285.googuu.xyz/api/get.php?id=33299e704d7d49f94f7f0a9e552,HAAi,49
735,Head Above The Parakeets,2442,https://june165598622272062.googuu.xyz/api/get.php?id=005533d6343c5d0cd410a1ccccd,HAAi,49
736,Stop Looking At Me Swan,2443,https://freddie16016125155932.googuu.xyz/api/get.php?id=08ba50745869f67b4ac65cdebb6,HAAi,49
737,CHONKIBOI,2444,https://todd38997692451975.googuu.xyz/api/get.php?id=5ac86f93a19cf53d3f702ed77f9,HAAi,49
738,Don't Flatter Yourself Love,2445,https://todd38997692451975.googuu.xyz/api/get.php?id=71fb7873f2a8cc1157eef68a205,HAAi,49
739,"Systems Up, Windows Down",2446,https://todd38997692451975.googuu.xyz/api/get.php?id=aa5066f51317abcef14b2425ab8,HAAi,49
740,It's Something We Can All Learn From,2447,https://joanne178972239606370.googuu.xyz/api/get.php?id=7e94e99fbe0990f1f75afd071a5,HAAi,49
741,6666,2448,https://june165598622272062.googuu.xyz/api/get.php?id=7cafa157804b289418f52b74a3d,HAAi,49
742,HAAi - It's Something We Can All Learn From,2449,https://todd38997692451975.googuu.xyz/api/get.php?id=384b6bab2eb91d8c546efe9178e,HAAi,49
743,Your Disk Is Full,2451,https://todd38997692451975.googuu.xyz/api/get.php?id=62b54e89a8cac16b291a27ed977,HAAi,49
744,Motorik Voodoo Bush Doof Musik,2452,https://todd38997692451975.googuu.xyz/api/get.php?id=f5045d88e415d61b1e8d2109602,HAAi,49
745,I Never Cared Too Much For Jungle,2453,https://amber186242704910003.googuu.xyz/api/get.php?id=c447b8984c2dd35cde21cd5e0d7,HAAi,49
746,Growing Up With Muscle Cars,2454,https://amber186242704910003.googuu.xyz/api/get.php?id=8c8ad37ddfd3c937d7b25a08956,HAAi,49
747,Burner,2455,https://freddie16016125155932.googuu.xyz/api/get.php?id=0c3d97b5c020d9e95cb32d89630,Ross from Friends,51
748,Pale Blue Dot,2472,https://freddie16016125155932.googuu.xyz/api/get.php?id=a053366c8e9174c60820cc1081a,Ross from Friends,51
749,March,2474,https://freddie16016125155932.googuu.xyz/api/get.php?id=153232ef2065af0dd129a57ec2e,Ross from Friends,51
750,Don't Wake Dad,2475,https://glenda22687894964250.googuu.xyz/api/get.php?id=44e914513469dec63b32c7eed82,Ross from Friends,51
751,There's A Hole In My Heart,2476,https://glenda22687894964250.googuu.xyz/api/get.php?id=58776ec979b922e683719b04f6f,Ross from Friends,51
752,March,2477,https://glenda22687894964250.googuu.xyz/api/get.php?id=8b004955c6d7af9654b39ab0667,Ross from Friends,51
753,John Cage,2478,https://glenda22687894964250.googuu.xyz/api/get.php?id=3d050d34d7622c050f206cfc0ba,Ross from Friends,51
754,John Cage (Edit),2479,https://liam5350415057231.googuu.xyz/api/get.php?id=a3bbb14790b6d178fe67d1ab48e,Ross from Friends,51
755,"Romeo, Romeo",2480,https://glenda22687894964250.googuu.xyz/api/get.php?id=cc002fa82904df9038040151ebb,Ross from Friends,51
756,Donny Blew It,2483,https://glenda22687894964250.googuu.xyz/api/get.php?id=2028703222b14f8d3186b4834f8,Ross from Friends,51
757,Amelie Lens - Higher (Lenske013),2488,https://glenda22687894964250.googuu.xyz/api/get.php?id=53693726444a07e1a00fb5771a7,amelie lens,52
758,Solitude Tool,2490,https://glenda22687894964250.googuu.xyz/api/get.php?id=0746205579b76ae77b95c19263e,amelie lens,52
759,Solitude Tool,2493,https://liam5350415057231.googuu.xyz/api/get.php?id=bdbf41c709d8a3e21c31ce99643,amelie lens,52
760,Circling The Sun,2497,https://bella83886386026307.googuu.xyz/api/get.php?id=6a16ac83ac1934a9a4bd73b17ad,amelie lens,52
761,Weight Of The Land (François X Remix),2498,https://bella83886386026307.googuu.xyz/api/get.php?id=2d136c36216adc8f0838b65cd19,amelie lens,52
762,Weight Of The Land,2499,https://bella83886386026307.googuu.xyz/api/get.php?id=be94d9af6a9eeebd5dc9c1577a7,amelie lens,52
763,Purge,2500,https://miriam43578555713257.googuu.xyz/api/get.php?id=455a45cfa6263dc532aeebb5f1e,amelie lens,52
764,The Finest Hour,2501,https://glenda22687894964250.googuu.xyz/api/get.php?id=3b2aa9c0d67a25c88b1efa3d373,amelie lens,52
765,Linger On,2502,https://constance94821994371095.googuu.xyz/api/get.php?id=df89806212fb43afa6c0c92214a,amelie lens,52
766,Wild,2503,https://constance94821994371095.googuu.xyz/api/get.php?id=f8f564f5e68e26958178df31305,amelie lens,52
767,Let It Go,2504,https://constance94821994371095.googuu.xyz/api/get.php?id=d54fe38cfd6b59e05f20e5373ba,amelie lens,52
768,"Mall Grab, Effy - FMG",2507,https://constance94821994371095.googuu.xyz/api/get.php?id=057fc7e853be7ee556ec80ce71e,Mall Grab,53
769,Hidden Worlds (Rave Mix),2532,https://constance94821994371095.googuu.xyz/api/get.php?id=75d5054eed556c75132de9c3034,Mall Grab,53
770,Switchblade (Drone Mix),2533,https://harold197830720732935.googuu.xyz/api/get.php?id=f31f76f3eb5acb12b45d8ef7ac4,Mall Grab,53
771,Leaving Tokyo,2534,https://marion73527222141285.googuu.xyz/api/get.php?id=d2a82d181b358923853d27c245f,Mall Grab,53
772,Switchblade,2535,https://marion73527222141285.googuu.xyz/api/get.php?id=458d90c5c4a24050d13fba9c1e4,Mall Grab,53
773,Hidden Worlds,2536,https://marion73527222141285.googuu.xyz/api/get.php?id=e759b4061339fad268647190baa,Mall Grab,53
774,Sunflower,2537,https://freddie16016125155932.googuu.xyz/api/get.php?id=35974e7f4d8c9e908e04376b1e0,Mall Grab,53
775,Growing Pains,2546,https://lauren103351005573857.googuu.xyz/api/get.php?id=53c586282dcf7b499cb9e574908,Mall Grab,53
776,Temperature Rising,2547,https://june165598622272062.googuu.xyz/api/get.php?id=2808970d565e43c07eadaf4a698,Mall Grab,53
777,Eucalyptus,2548,https://june165598622272062.googuu.xyz/api/get.php?id=3c6865d0fa388d37d1bbff0685e,Mall Grab,53
778,Sleepless,2549,https://june165598622272062.googuu.xyz/api/get.php?id=68d39882f47866f93a5f684dc0a,Mall Grab,53
779,Mall Grab - Reconnaissance,2551,https://glenda22687894964250.googuu.xyz/api/get.php?id=50c5f45e501c3b9d92b33a46d27,Mall Grab,53
780,To Love You feat. Rachel Row (Vocal mix),2563,https://glenda22687894964250.googuu.xyz/api/get.php?id=f441a9a10508d827257ee78a3ee,KiNK,55
781,Set The Mood Right,2566,https://glenda22687894964250.googuu.xyz/api/get.php?id=e254014a505e5f4a8c5b460dcf8,KiNK,55
782,101 Reasons,2567,https://glenda22687894964250.googuu.xyz/api/get.php?id=5cf393265341abfb557a029634c,KiNK,55
783,Dreamer (Frits Wentink Remix),2568,https://todd38997692451975.googuu.xyz/api/get.php?id=b4390c08ec423248a9a8061702a,KiNK,55
784,Machine Funk,2569,https://freddie16016125155932.googuu.xyz/api/get.php?id=be0168c8151bec02040eef9c93a,KiNK,55
785,Call Nasco feat. Rachel Row,2570,https://joanne178972239606370.googuu.xyz/api/get.php?id=4a0cbe0908c59a8eb3227aad03a,KiNK,55
786,Pista,2571,https://joanne178972239606370.googuu.xyz/api/get.php?id=a16c5d3cd90a61013b5986c153c,KiNK,55
787,Kobudai,2572,https://joanne178972239606370.googuu.xyz/api/get.php?id=a55599d02bc5e949064beb8933c,KiNK,55
788,B2,2574,https://miriam43578555713257.googuu.xyz/api/get.php?id=e770995d72f39150c02c9735b90,Willow,56
789,B1,2575,https://karl202003764002583.googuu.xyz/api/get.php?id=ed9db2c52b7b3d7de7462a8eb18,Willow,56
790,A2,2576,https://miriam43578555713257.googuu.xyz/api/get.php?id=45922861cc71871c01c38ec3689,Willow,56
791,A1,2577,https://miriam43578555713257.googuu.xyz/api/get.php?id=4eec508c95cb0029c6ff8330b5f,Willow,56
792,Platonic,2579,https://miriam43578555713257.googuu.xyz/api/get.php?id=ba7a0a4c2c282464c5e95c972d7,Rhadoo,58
793,Bias (Mayfield Depot Mix),2689,https://miriam43578555713257.googuu.xyz/api/get.php?id=c2620c47f82b39d30eaa3d74013,Floating Points,60
794,Bias (Extended),2690,https://miriam43578555713257.googuu.xyz/api/get.php?id=f3ff027577dc32962edefd7a17d,Floating Points,60
795,ARP2,2692,https://bella83886386026307.googuu.xyz/api/get.php?id=1bd340954872445dee377a4d030,Floating Points,60
796,Environments,2693,https://bella83886386026307.googuu.xyz/api/get.php?id=c3304b7db9f3a607e9dbc5cb4f0,Floating Points,60
797,Requiem for CS70 and Strings,2694,https://bella83886386026307.googuu.xyz/api/get.php?id=b8eaf2ee9cf8d8a5d201ac19a5d,Floating Points,60
798,Bias,2695,https://lauren103351005573857.googuu.xyz/api/get.php?id=d8f007b940ed60eb747041d8abf,Floating Points,60
799,Falaise,2696,https://lauren103351005573857.googuu.xyz/api/get.php?id=47f29ba27addcba0cf7e3aec167,Floating Points,60
800,Birth,2697,https://lauren103351005573857.googuu.xyz/api/get.php?id=aaefb672a0dc2999736453c4092,Floating Points,60
801,Sea-Watch,2698,https://lauren103351005573857.googuu.xyz/api/get.php?id=566038c065659fc7b07c3fd6fcf,Floating Points,60
802,Karakul,2699,https://lauren103351005573857.googuu.xyz/api/get.php?id=b74374da86651f6b7d4529a6d0b,Floating Points,60
803,"Apoptose, Pt. 2",2700,https://lauren103351005573857.googuu.xyz/api/get.php?id=8b8023c0ed5aba3ca814f645ee8,Floating Points,60
804,"Apoptose, Pt. 1",2701,https://freddie16016125155932.googuu.xyz/api/get.php?id=05d778751ff51b6e99df3d78a53,Floating Points,60
805,Anasickmodular,2702,https://glenda22687894964250.googuu.xyz/api/get.php?id=b986efafaf2c8281ca9502cdfff,Floating Points,60
806,Last Bloom,2703,https://glenda22687894964250.googuu.xyz/api/get.php?id=dc071cbf3d8a2ca83bde3f77d73,Floating Points,60
807,LesAlpx (Extended),2705,https://glenda22687894964250.googuu.xyz/api/get.php?id=c7683fc686f4466cee42441019b,Floating Points,60
808,Coorabell,2706,https://glenda22687894964250.googuu.xyz/api/get.php?id=104ab97941682c27d6bfc523e84,Floating Points,60
809,LesAlpx,2707,https://glenda22687894964250.googuu.xyz/api/get.php?id=079d5cb9b42574732e5892fb3e7,Floating Points,60
810,Ratio (Radio Edit),2711,https://freddie16016125155932.googuu.xyz/api/get.php?id=7dee45433c7c6d6b58ca28184ee,Floating Points,60
811,For Marmish Part II,2712,https://freddie16016125155932.googuu.xyz/api/get.php?id=2a4912025a43a0c119a1143e17d,Floating Points,60
812,Nespole,2715,https://freddie16016125155932.googuu.xyz/api/get.php?id=e6b9c4e9faff42dc95cb6d82dd6,Floating Points,60
813,"Silhouettes (I, II & III)",2716,https://freddie16016125155932.googuu.xyz/api/get.php?id=b4c4f2ec00aa9400e2aa9203edf,Floating Points,60
814,Nuits Sonores,2718,https://freddie16016125155932.googuu.xyz/api/get.php?id=9ded616c4e01e0f59838ce5265c,Floating Points,60
815,Nectarines,2719,https://marion73527222141285.googuu.xyz/api/get.php?id=939baee1d56c7e934247dbe7dea,Floating Points,60
816,Nectarines,2720,https://marion73527222141285.googuu.xyz/api/get.php?id=016e3ab9f7f6468b7eb140902fa,Floating Points,60
817,Nuits Sonores,2721,https://karl202003764002583.googuu.xyz/api/get.php?id=64daadad273ecdb4b7bc1677556,Floating Points,60
818,Sparkling Controversy,2722,https://karl202003764002583.googuu.xyz/api/get.php?id=cf272bfad51cd9912ba121f16aa,Floating Points,60
819,Montparnasse,2724,https://karl202003764002583.googuu.xyz/api/get.php?id=3123db106f1010b6960de878312,Floating Points,60
820,King Bromeliad,2725,https://amber186242704910003.googuu.xyz/api/get.php?id=f87ba35d70b2ec993db51841dc5,Floating Points,60
821,Sais,2731,https://amber186242704910003.googuu.xyz/api/get.php?id=0b65490c36bbc8f64fd242eac81,Floating Points,60
822,Obfuse,2733,https://karl202003764002583.googuu.xyz/api/get.php?id=139c0710623d7e8a522ab6332d5,Floating Points,60
823,Peoples Potential,2746,https://karl202003764002583.googuu.xyz/api/get.php?id=203e19c7cfe5b33166ed3de0e1a,Floating Points,60
824,Musica Electronique feat. Insaac Students,2768,https://miriam43578555713257.googuu.xyz/api/get.php?id=5a242d736ebc71873c2eb42d925,Red Axes,62
825,Hue,2771,https://bella83886386026307.googuu.xyz/api/get.php?id=7b108331358250cb2101d0099e4,Red Axes,62
826,A1 Pad Yoga Raga,2773,https://bella83886386026307.googuu.xyz/api/get.php?id=f322733d3afa630d59deea644fd,Red Axes,62
827,A2 Mumbai Syndrom,2774,https://harold197830720732935.googuu.xyz/api/get.php?id=f124af2d022959688d737cd5832,Red Axes,62
828,B1 Dehli Little Prince,2775,https://miriam43578555713257.googuu.xyz/api/get.php?id=3db09c5782674d658f9aef18ce1,Red Axes,62
829,B2 Little Prince,2776,https://miriam43578555713257.googuu.xyz/api/get.php?id=e7c108e98ac6c13237a0204d536,Red Axes,62
830,Watching You,2779,https://harold197830720732935.googuu.xyz/api/get.php?id=41b997a237aa3b73b583967e024,Red Axes,62
831,Zeze,2780,https://liam5350415057231.googuu.xyz/api/get.php?id=e6931fd96b73228a9912139308d,Red Axes,62
832,Shelera (feat BĘÃTFÓØT),2782,https://liam5350415057231.googuu.xyz/api/get.php?id=80b3f3cd2f8345ac30b0313e522,Red Axes,62
833,Moonlight,2783,https://todd38997692451975.googuu.xyz/api/get.php?id=504a3b03166c40c6a4ef3316ecb,Red Axes,62
834,Arpman,2784,https://constance94821994371095.googuu.xyz/api/get.php?id=669e0b0da526f69a5499c89d3ac,Red Axes,62
835,Hold,2786,https://constance94821994371095.googuu.xyz/api/get.php?id=ffc106c86f42b81af8d0c687007,Red Axes,62
836,They Game,2787,https://miriam43578555713257.googuu.xyz/api/get.php?id=cc9d5aebc958334c9fc857fd886,Red Axes,62
837,Break The Limit,2788,https://marion73527222141285.googuu.xyz/api/get.php?id=7efecd8ca6024547ea46b5f0076,Red Axes,62
838,Kookoo Papa,2791,https://marion73527222141285.googuu.xyz/api/get.php?id=ed9bac47b8ecae2d5e59e857c53,Red Axes,62
839,Sound Test,2792,https://joanne178972239606370.googuu.xyz/api/get.php?id=915d91270c2141d930c86a94a10,Red Axes,62
840,Shabak Shalom,2793,https://amber186242704910003.googuu.xyz/api/get.php?id=038da2a37d7eccfe1e323149de8,Red Axes,62
841,Teroof,2795,https://lauren103351005573857.googuu.xyz/api/get.php?id=f4837c3edd5c2a21f5c192ed060,Red Axes,62
842,Sipoor,2796,https://marion73527222141285.googuu.xyz/api/get.php?id=3f659b76d2a174bf1c63f787eaf,Red Axes,62
843,Bad Time Story,2797,https://glenda22687894964250.googuu.xyz/api/get.php?id=5829762da7c54bf85ce9bf5f0d4,Red Axes,62
844,Promo Only (Original),2798,https://glenda22687894964250.googuu.xyz/api/get.php?id=9c84bb0b07760748673a5170779,Red Axes,62
845,Shlomit,2803,https://miriam43578555713257.googuu.xyz/api/get.php?id=17723d131ae59764ac75e9489b7,Red Axes,62
846,Tarzan Blues ft Eylonzo Crotch,2805,https://glenda22687894964250.googuu.xyz/api/get.php?id=1ca47c3a348f595e51d535ae18f,Red Axes,62
847,Piper Work,2806,https://glenda22687894964250.googuu.xyz/api/get.php?id=ee36cdf6168f6f8491e0f77a653,Red Axes,62
848,What Is In Your Head,2807,https://karl202003764002583.googuu.xyz/api/get.php?id=32a14c52415d1fc325c8dc95d1f,Red Axes,62
849,Ride The Sus,2813,https://amber186242704910003.googuu.xyz/api/get.php?id=da771329746f2798966b45a7cd4,Red Axes,62
850,Into Your Arms fear Adi Bronicki,2815,https://amber186242704910003.googuu.xyz/api/get.php?id=f06d832bc058171c77eaff18362,Red Axes,62
851,Tantram Power,2816,https://joanne178972239606370.googuu.xyz/api/get.php?id=db860f2bc9f7fbba4d16761261e,Red Axes,62
852,Caminho De Dreyfus,2824,https://bella83886386026307.googuu.xyz/api/get.php?id=c2e7c0a82fe9d9767a1a1a60538,Red Axes,62
853,Sabor ft Abrao (Bustan Version),2839,https://bella83886386026307.googuu.xyz/api/get.php?id=8fa02396211c9ae5be3174ddc13,Red Axes,62
854,Sabor (Isolee remix),2842,https://freddie16016125155932.googuu.xyz/api/get.php?id=163602efc8b8ea0ea72f640a832,Red Axes,62
855,Pil Sagol,2849,https://lauren103351005573857.googuu.xyz/api/get.php?id=46fda85688bb822f73c6a42c2ac,Red Axes,62
856,Me and Abra in Ruanda,2850,https://lauren103351005573857.googuu.xyz/api/get.php?id=99d7ec57f43afc5e9b15f21a266,Red Axes,62
857,Red Axes - Na Da,2851,https://marion73527222141285.googuu.xyz/api/get.php?id=7d9e4f751f431202ab2092c758b,Red Axes,62
858,Red Axes - Bela Lugosi's Dead,2857,https://glenda22687894964250.googuu.xyz/api/get.php?id=81b5e312abae70012b904a9bb0f,Red Axes,62
859,Red Axes - Road To The Hills,2858,https://glenda22687894964250.googuu.xyz/api/get.php?id=9dd977173ee37be40bc58d7e4ba,Red Axes,62
860,Red Axes - Neon,2860,https://freddie16016125155932.googuu.xyz/api/get.php?id=417941af97c542c15f4648b9646,Red Axes,62
861,Ben Klock - Coney Island,2865,https://constance94821994371095.googuu.xyz/api/get.php?id=0df3abeb75daa79d5b68107c67c,Ben Klock,63
862,Dettmann | Klock - Dawning (Revisited),2866,https://constance94821994371095.googuu.xyz/api/get.php?id=c657460ec09469bc63306f88ab2,Ben Klock,63
863,Ben Klock - Init Two,2871,https://june165598622272062.googuu.xyz/api/get.php?id=64d793f7c9099be8ef14db5f7fd,Ben Klock,63
864,1-4 Doctor c'est chouette,2890,https://glenda22687894964250.googuu.xyz/api/get.php?id=76773173d2c6eafa0d1acac197d,Laurent Garnier,64
865,Chaos In The CBD - Asmat,2923,https://glenda22687894964250.googuu.xyz/api/get.php?id=6d41e27622daa8108a67a845c80,Chaos in the CBD,65
866,Chaos In The CBD - Observe Pt. 2,2924,https://amber186242704910003.googuu.xyz/api/get.php?id=a74af8c8810d6415b07cb7a4c8b,Chaos in the CBD,65
867,Chaos In The CBD - Luxury Motivation,2929,https://constance94821994371095.googuu.xyz/api/get.php?id=9066ffe2fcf0f981342bfc00f23,Chaos in the CBD,65
868,Chaos In The CBD - Stationary Condition,2932,https://joanne178972239606370.googuu.xyz/api/get.php?id=5a50606ae7dde294a09e4aa327a,Chaos in the CBD,65
869,Chaos In The CBD - 816 To Nunhead,2944,https://harold197830720732935.googuu.xyz/api/get.php?id=eb92727e02e8d79491fdf140879,Chaos in the CBD,65
870,No More Pain (Promises To A Younger Self),2968,https://bella83886386026307.googuu.xyz/api/get.php?id=224a74eabdd4bb914f17027efd0,Octo Octa,66
871,Adrift,2969,https://bella83886386026307.googuu.xyz/api/get.php?id=1b1da8b0a683ac87dff6d282cac,Octo Octa,66
872,Preparation Rituals,2970,https://bella83886386026307.googuu.xyz/api/get.php?id=5aca66598a7ba328120ba226626,Octo Octa,66
873,Where Are We Going? Pt. 2,2971,https://karl202003764002583.googuu.xyz/api/get.php?id=b4203066b5bd3da2d37d7b04d68,Octo Octa,66
874,Fleeting Moments Of Freedom (Wooo),2972,https://karl202003764002583.googuu.xyz/api/get.php?id=b3a146d322194131fb44b4fe49b,Octo Octa,66
875,On Your Lips (Edit),2973,https://todd38997692451975.googuu.xyz/api/get.php?id=fad7dbd1fa48b6e3c5bcba3bec7,Octo Octa,66
876,Not Sure What To Do (Variation Zoning 4),2975,https://todd38997692451975.googuu.xyz/api/get.php?id=2b417ef4dbbb87313ee2a8717ec,Octo Octa,66
877,We Will Be Together Forever,2980,https://lauren103351005573857.googuu.xyz/api/get.php?id=dd9f6f9a574888672868b343d3e,Octo Octa,66
878,Give (feat. Raw Moans),2995,https://lauren103351005573857.googuu.xyz/api/get.php?id=f82c5732b87c76b75091610b9af,Octo Octa,66
879,So Lux,2996,https://lauren103351005573857.googuu.xyz/api/get.php?id=e5244d1294741d8962cfeb2edba,Octo Octa,66
880,Memories,2998,https://amber186242704910003.googuu.xyz/api/get.php?id=a9c6603eb27b8afc82b1fa953f7,Octo Octa,66
881,Hypnotic States,3024,https://liam5350415057231.googuu.xyz/api/get.php?id=89983afea2198711298b1434632,Boston 168,67
882,Daydreams,3025,https://freddie16016125155932.googuu.xyz/api/get.php?id=3d2c078c75335fcf455c1518ea4,Boston 168,67
883,Mind Field,3026,https://freddie16016125155932.googuu.xyz/api/get.php?id=59c6d9d09199f5533e0eeddb9e5,Boston 168,67
884,Flee From Hate,3028,https://freddie16016125155932.googuu.xyz/api/get.php?id=97469e9d8548fe4e2476e1999a7,Boston 168,67
885,Straight To Light,3029,https://harold197830720732935.googuu.xyz/api/get.php?id=ddd90a89c7555960b0db58f7fd4,Boston 168,67
886,Khidi Raver (Original Mix),3032,https://miriam43578555713257.googuu.xyz/api/get.php?id=d2c49fe4f9017c60ff4a253431c,Boston 168,67
887,Blue Bridge,3033,https://miriam43578555713257.googuu.xyz/api/get.php?id=3118a6b0b83dcbc246dae72316a,Boston 168,67
888,J The Master,3034,https://joanne178972239606370.googuu.xyz/api/get.php?id=3dac934feb575c15193e6f74531,Boston 168,67
889,Khidi Raver (Fabrizio Lapiana Remix),3035,https://joanne178972239606370.googuu.xyz/api/get.php?id=2c707d2753ce14b2fa9e9f37d3e,Boston 168,67
890,Orbit,3036,https://lauren103351005573857.googuu.xyz/api/get.php?id=f189f140736aa69fcd55863f9c4,Boston 168,67
891,Interstellar,3037,https://constance94821994371095.googuu.xyz/api/get.php?id=b8a072ab5d6ead4e132a2204bec,Boston 168,67
892,90s Space,3038,https://june165598622272062.googuu.xyz/api/get.php?id=8d896c6654869c3bd074c27243b,Boston 168,67
893,Lies,3039,https://june165598622272062.googuu.xyz/api/get.php?id=e471350dc0304df4b9daf2297aa,Boston 168,67
894,Revelation,3040,https://june165598622272062.googuu.xyz/api/get.php?id=a5e193f645c2561904b713e603c,Boston 168,67
895,707 Sing,3041,https://karl202003764002583.googuu.xyz/api/get.php?id=a678703d3dd7f8a637604a6623a,Boston 168,67
896,Nightcall,3050,https://amber186242704910003.googuu.xyz/api/get.php?id=b8caa536479b4be6995579b6db2,Boston 168,67
897,Jupiter's Moons,3051,https://glenda22687894964250.googuu.xyz/api/get.php?id=d655e320084bb9af4dd3164dcef,Boston 168,67
898,Black Hole,3052,https://glenda22687894964250.googuu.xyz/api/get.php?id=5a9ce6e0e01f8c054cbb240a05f,Boston 168,67
899,Cosmic Radiation,3053,https://glenda22687894964250.googuu.xyz/api/get.php?id=f1ae1008a5b365859d9365072e7,Boston 168,67
900,Terror Acid,3054,https://glenda22687894964250.googuu.xyz/api/get.php?id=0e6a93fdbba4b988aaf4d2338e9,Boston 168,67
901,Acid Morning,3055,https://june165598622272062.googuu.xyz/api/get.php?id=94e56a3571ecb72cd9f6cbf7320,Boston 168,67
902,Even the Day,3057,https://june165598622272062.googuu.xyz/api/get.php?id=fc80dc83106772c3749c371048e,Boston 168,67
903,Amelie Lens - Higher (Lenske013),3100,https://june165598622272062.googuu.xyz/api/get.php?id=123c19c9504a5e6e61aa76700ae,Amelie Lens,71
904,Solitude Tool,3102,https://constance94821994371095.googuu.xyz/api/get.php?id=726c83c84973753ef1d1a2991a9,Amelie Lens,71
905,Solitude Tool,3105,https://constance94821994371095.googuu.xyz/api/get.php?id=953101aac050c307b518800d7b9,Amelie Lens,71
906,Circling The Sun,3109,https://constance94821994371095.googuu.xyz/api/get.php?id=dcd0eb0526277ff0a76db40659e,Amelie Lens,71
907,Weight Of The Land (François X Remix),3110,https://constance94821994371095.googuu.xyz/api/get.php?id=bf668694d28fee5c13e4107aabc,Amelie Lens,71
908,Weight Of The Land,3111,https://amber186242704910003.googuu.xyz/api/get.php?id=ee7667528976fe0cef43c0434cb,Amelie Lens,71
909,Purge,3112,https://miriam43578555713257.googuu.xyz/api/get.php?id=bc72737461ca8dbaff8717577bb,Amelie Lens,71
910,The Finest Hour,3113,https://miriam43578555713257.googuu.xyz/api/get.php?id=5f35682f02735965c816f10c7e7,Amelie Lens,71
911,Linger On,3114,https://liam5350415057231.googuu.xyz/api/get.php?id=731cde5696125d602264fee85d0,Amelie Lens,71
912,Wild,3115,https://liam5350415057231.googuu.xyz/api/get.php?id=ec70375c43d1522408d734971da,Amelie Lens,71
913,Let It Go,3116,https://amber186242704910003.googuu.xyz/api/get.php?id=7a969cecdbca8c3a07b0ecd4594,Amelie Lens,71
914,Logic is Enemy,3119,https://miriam43578555713257.googuu.xyz/api/get.php?id=b38a2b080508144d6dbddf007a8,Antigone,72
915,Make it Stop,3121,https://miriam43578555713257.googuu.xyz/api/get.php?id=19644681d9e16cfb728e7c02ffe,Antigone,72
916,Printers Devil (Original Mix),3124,https://constance94821994371095.googuu.xyz/api/get.php?id=c79735560c78e6cb6f7146bbe10,Antigone,72
917,BANG BANG - Nancy Sinatra (Deborah De Luca FREE Edit),3128,https://karl202003764002583.googuu.xyz/api/get.php?id=5198139adab162a29584434f970,Deborah de Luca,73
918,Follow Her,3129,https://karl202003764002583.googuu.xyz/api/get.php?id=514bc692d8f3d7bb1df08cabe60,Deborah de Luca,73
919,FUORI - Deborah De Luca (Carl Cox Remix),3131,https://lauren103351005573857.googuu.xyz/api/get.php?id=3ff561dc251334bba1e46b84339,Deborah de Luca,73
920,Piano,3132,https://marion73527222141285.googuu.xyz/api/get.php?id=15fe9f9f9c61deaf602ff803e15,Deborah de Luca,73
921,Beyond,3135,https://june165598622272062.googuu.xyz/api/get.php?id=f947a614ca1c52c94234255e2ab,Deborah de Luca,73
922,Words Thorns,3141,https://june165598622272062.googuu.xyz/api/get.php?id=124fd444e1fcb91dc445e56e3e7,Deborah de Luca,73
923,FOLLOW HER - Deborah De Luca,3143,https://june165598622272062.googuu.xyz/api/get.php?id=0ae7ee795bb2c459d1647c9717d,Deborah de Luca,73
924,DANCING TO THE GOA - Deborah De Luca,3144,https://miriam43578555713257.googuu.xyz/api/get.php?id=24a2bacb743f319fb438d35eb2a,Deborah de Luca,73
925,PIANO - Deborah De Luca,3145,https://todd38997692451975.googuu.xyz/api/get.php?id=c9e979c1eeffdcad742b22db5ff,Deborah de Luca,73
926,Ahno (2020 Rework),3147,https://todd38997692451975.googuu.xyz/api/get.php?id=7ffda4d847547cacf681b768227,Deborah de Luca,73
927,Blow To The Heart,3148,https://todd38997692451975.googuu.xyz/api/get.php?id=e75f1ce13cc27bbdd67defcaf56,Deborah de Luca,73
928,Kick It,3149,https://karl202003764002583.googuu.xyz/api/get.php?id=ba7257243cb57c9c1d227c3bad7,Deborah de Luca,73
